Positioning,Rank,Player Name,OVR,PAC,SHO,PAS,DRİ,DEF,PHY,Position,Acceleration,Sprint Speed,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Shot Passing,Long Passing,Curve,Agility,Balance,Reactions,Ball Control,Detailed Dribbling,Composure,Interception,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Age,Att_Work_Rate,Def_Work_Rate,Age,Foot,Height,League,Nation,Team,Weight,Reflexes,Positioning2,Kicking,Handling,Diving
5,2347,GK,72,74,73,30,73,76,73,Teagan Micah,33,26,8,57,8,5,14,31,12,10,19,26,12,28,51,72,18,9,26,7,9,8,13,11,46,37,40,32,26,Medium,Medium,26,Right,176CM,Barclays WSL,Australia,Liverpool,64KG,,,,,
5,2347,GK,745,74,702,43,778,67,711,Kevin Mier,44,42,10,50,8,9,20,48,14,12,24,16,20,46,50,72,20,9,28,8,9,8,11,12,50,35,44,30,23,Medium,Medium,23,Right,190CM,Libertadores,Colombia,Atl. Nacional,73KG,,,,,
15,2347,GK,741,74,752,481,761,68,72,Munir,49,47,19,51,11,13,25,42,21,16,30,33,25,45,44,69,31,19,50,22,23,15,21,18,74,43,77,27,34,Medium,Medium,34,Right,190CM,ROSHN Saudi League,Morocco,Al Wehda,89KG,,,,,
5,2347,GK,741,74,73,41,762,69,71,Lee Nicholls,40,42,11,52,14,10,23,50,18,15,39,41,11,42,40,69,29,12,44,9,15,12,11,13,59,29,55,26,31,Medium,Medium,31,Right,191CM,EFL Championship,England,Huddersfield,85KG,,,,,
4,2347,GK,73,74,71,31,75,70,73,Đorđe Petrović,32,29,9,53,5,8,12,48,13,13,28,30,10,38,29,78,17,11,23,9,19,6,13,13,68,25,79,19,24,Medium,Medium,24,Right,194CM,Premier League,Serbia,Chelsea,88KG,,,,,
11,2347,GK,734,74,73,47,764,732,73,Sergio Rico,48,46,14,55,12,15,24,53,17,20,28,26,24,51,43,71,13,15,55,17,11,16,13,11,58,36,53,25,30,Medium,Medium,30,Right,196CM,Ligue 1 Uber Eats,Spain,Paris SG,90KG,,,,,
14,2347,GK,73,74,72,46,75,74,72,Jacob Rinne,46,47,15,56,15,14,26,68,15,15,40,39,17,47,33,69,30,16,66,15,16,23,14,16,66,35,68,27,30,Medium,Medium,30,Left,188CM,ROSHN Saudi League,Sweden,Al Fateh,87KG,,,,,
16,2347,GK,722,74,725,451,752,764,715,Diego Rodríguez,44,46,18,57,20,16,74,52,19,22,35,31,30,50,58,71,28,19,47,22,14,25,20,15,62,36,60,25,34,Medium,Medium,34,Left,184CM,LPF,Argentina,Godoy Cruz,80KG,,,,,
10,2347,GK,75,74,74,42,77,62,73,Cican Stanković,40,45,8,47,14,11,20,41,16,19,22,17,12,66,55,67,16,12,23,22,19,20,14,15,65,31,69,25,31,Medium,Medium,31,Right,187CM,Hellas Liga,Austria,AEK Athens,86KG,,,,,
18,2347,GK,745,74,716,43,754,721,733,Thomas Strakosha,41,46,18,54,20,11,21,49,18,12,26,22,14,45,47,76,15,14,61,24,11,20,18,12,62,23,66,20,28,Medium,Medium,28,Right,193CM,Premier League,Albania,Brentford,78KG,,,,,
8,2347,GK,75,74,73,41,772,62,69,Sven Ulreich,41,40,12,47,11,13,22,42,14,15,34,30,12,36,39,73,22,13,45,14,8,16,18,14,60,29,63,25,35,Medium,Medium,35,Right,192CM,Bundesliga,Germany,FC Bayern München,87KG,,,,,
11,2347,GK,752,74,761,37,745,761,721,Hendrik Van Crombrugge,37,37,11,57,13,16,26,57,12,13,48,56,16,53,43,65,36,29,62,14,11,23,17,11,66,37,76,34,30,Medium,Medium,30,Left,187CM,1A Pro League,Belgium,KRC Genk,88KG,,,,,
8,2347,GK,73,74,75,40,74,66,69,Daphne van Domselaar,36,45,6,50,8,7,19,35,12,14,31,16,10,37,46,74,18,9,25,8,10,6,14,13,45,21,34,18,23,Medium,Medium,23,Right,176CM,Barclays WSL,Holland,Aston Villa,66KG,,,,,
19,2347,GK,75,74,73,50,74,74,75,David von Ballmoos,52,47,16,56,15,20,28,42,16,13,35,27,19,51,53,66,24,22,27,26,13,25,20,18,70,37,74,25,28,Medium,Medium,28,Right,192CM,CSSL,Switzerland,BSC Young Boys,90KG,,,,,
12,2347,GK,73,74,74,59,72,73,74,Sophia Winkler,57,62,18,55,12,12,23,59,29,20,11,10,33,54,69,74,20,13,35,18,11,12,16,10,71,15,71,22,20,Medium,Medium,20,Right,175CM,GPFBL,Germany,SGS Essen,64KG,,,,,
12,2347,GK,761,74,711,47,772,646,712,Freddie Woodman,45,50,16,48,14,16,20,45,14,13,40,38,15,47,39,71,23,17,54,26,20,10,21,20,57,34,46,34,26,Medium,Medium,26,Right,188CM,EFL Championship,England,Preston,83KG,,,,,
15,2347,GK,722,74,752,48,762,70,712,Ron-Robert Zieler,46,50,10,53,14,12,24,42,15,10,25,22,11,43,41,75,22,12,58,21,13,20,12,13,60,32,55,32,34,Medium,Medium,34,Right,188CM,Bundesliga 2,Germany,Hannover 96,81KG,,,,,
17,2347,GK,751,74,747,40,772,651,696,Lawrence Ati Zigi,45,33,18,49,20,9,24,44,14,23,22,25,20,38,57,71,24,11,26,21,20,11,15,23,71,32,75,30,27,Medium,Medium,27,Right,188CM,CSSL,Ghana,FC St. Gallen,87KG,,,,,
6,2910,GK,728,73,732,32,722,736,748,Agirrezabala,30,36,7,55,10,15,13,46,16,9,37,40,7,33,35,64,29,13,36,12,5,10,13,12,55,26,60,24,22,Medium,Medium,22,Left,187CM,LALIGA EA SPORTS,Spain,Athletic Club,80KG,,,,,
13,2910,GK,711,73,771,45,723,681,703,Mariano Andújar,45,45,11,51,10,11,23,51,14,16,40,37,13,40,40,67,20,16,66,20,10,21,18,19,67,38,73,39,40,Medium,Medium,40,Right,194CM,Sudamericana,Argentina,Estudiantes,86KG,,,,,
7,2910,GK,75,73,76,43,75,65,69,Chelsea Louise Ashurst,48,35,9,49,10,6,11,26,10,12,31,21,10,58,41,65,12,11,31,14,10,8,16,20,50,17,39,18,33,Medium,Medium,33,Right,167CM,Liga F,England,Sporting Huelva,59KG,,,,,
11,2910,GK,722,73,734,481,765,683,712,Vid Belec,52,42,10,51,16,10,23,35,11,13,26,28,12,55,31,70,23,13,70,21,13,19,10,11,63,20,59,25,33,Medium,Medium,33,Right,193CM,Liga Cyprus,Slovenia,Apoel FC,84KG,,,,,
12,2910,GK,743,73,731,46,741,69,671,Daniel Bentley,48,43,11,52,13,13,22,50,18,12,43,26,12,51,41,72,30,17,55,22,11,30,11,13,65,31,67,24,30,Medium,Medium,30,Right,188CM,Premier League,England,Wolves,72KG,,,,,
8,2910,GK,72,73,74,37,75,67,70,Fran Bentley,34,42,9,50,14,7,17,60,14,15,32,34,14,41,61,72,15,15,53,10,7,14,16,17,58,23,65,19,22,Medium,Medium,22,Right,164CM,Barclays WSL,England,Bristol City,58KG,,,,,
15,2910,GK,733,73,724,29,764,713,703,Paul Bernardoni,31,27,13,53,16,17,19,24,12,18,28,24,15,21,34,69,25,16,55,25,21,16,12,18,63,36,68,29,26,Medium,Medium,26,Left,190CM,Trendyol Süper Lig,France,Konyaspor,78KG,,,,,
12,2910,GK,731,73,721,53,752,721,69,Dimitry Bertaud,52,55,15,54,19,19,18,25,14,14,38,33,20,35,61,67,25,18,48,25,19,14,17,21,68,42,65,30,25,Medium,Medium,25,Right,180CM,Ligue 1 Uber Eats,France,Montpellier,85KG,,,,,
6,2910,GK,73,73,69,45,71,76,74,Cara Bösl,48,41,8,57,15,8,20,54,8,24,20,15,14,46,56,69,32,14,56,10,6,13,12,12,59,31,56,19,26,Medium,Medium,26,Right,173CM,GPFBL,Germany,Frankfurt,66KG,,,,,
8,2910,GK,70,73,73,40,72,69,72,Marisa Bova,38,42,8,52,9,8,18,37,9,15,28,22,14,37,42,71,14,11,25,13,11,9,16,15,60,20,61,14,23,Medium,Medium,23,Right,188CM,NWSL,United States,NC Courage,65KG,,,,,
18,2910,GK,72,73,73,40,75,69,73,Yanick Brecher,38,42,13,52,18,18,24,51,19,17,37,27,18,37,44,68,24,16,56,21,13,24,20,20,62,24,67,26,30,Medium,Medium,30,Right,196CM,CSSL,Switzerland,FC Zürich,88KG,,,,,
13,2910,GK,69,73,74,41,76,65,69,Courtney Brosnan,42,40,8,49,14,9,23,46,13,16,30,35,17,38,53,76,25,19,42,9,7,10,11,12,64,25,72,21,28,Medium,Medium,28,Right,175CM,Barclays WSL,Republic of Ireland,Everton,73KG,,,,,
8,2910,GK,74,73,73,27,74,69,72,Marcin Bułka,28,25,8,52,7,5,18,40,12,14,28,27,13,42,28,62,15,11,42,11,10,15,10,14,59,30,70,25,24,Medium,Medium,24,Right,199CM,Ligue 1 Uber Eats,Poland,OGC Nice,90KG,,,,,
16,2910,GK,70,73,75,25,73,71,72,Jorge Carranza,25,24,12,53,12,15,20,50,15,25,12,11,13,25,27,71,16,20,34,16,12,10,13,17,64,36,79,32,42,Medium,Medium,42,Right,187CM,LPF,Argentina,Instituto,88KG,,,,,
6,2910,GK,751,73,692,447,798,699,703,Oliver Christensen,45,43,5,52,6,5,10,62,10,11,47,44,16,33,34,63,19,16,45,13,9,14,13,11,62,42,64,32,24,Medium,Medium,24,Right,190CM,Serie A TIM,Denmark,Fiorentina,82KG,,,,,
12,2910,GK,721,73,724,481,741,741,731,Benoît Costil,46,50,14,56,15,12,15,47,11,11,34,32,12,38,44,69,12,13,57,22,15,16,11,14,64,28,64,22,36,Medium,Medium,36,Right,187CM,Serie A TIM,France,Salernitana,82KG,,,,,
7,2910,GK,72,73,704,49,752,70,702,Maxime Crépeau,50,48,17,53,14,19,23,55,19,14,34,46,16,43,40,78,45,19,60,20,14,10,17,17,67,33,69,34,29,Medium,Medium,29,Right,180CM,MLS,Canada,LAFC,88KG,,,,,
9,2910,GK,741,73,713,45,751,78,703,Finn Dahmen,47,43,8,59,6,5,11,54,14,12,42,37,13,52,56,69,30,25,33,13,12,19,12,11,55,31,49,20,25,Medium,Medium,25,Right,188CM,Bundesliga,Germany,FC Augsburg,80KG,,,,,
10,2910,GK,78,73,721,55,722,64,72,Cláudio Ramos,55,54,14,48,16,10,13,55,10,13,25,23,15,62,65,68,20,16,44,21,21,21,17,13,74,44,75,27,32,Medium,Medium,32,Right,183CM,Liga Portugal,Portugal,FC Porto,83KG,,,,,
9,2910,GK,73,73,71,41,74,72,72,Ella Dederick,42,40,15,54,11,10,29,31,13,11,27,26,12,36,47,64,13,10,28,14,13,10,18,12,64,34,68,15,27,Medium,Medium,27,Right,178CM,NWSL,United States,Houston Dash,67KG,,,,,
8,2910,GK,72,73,74,20,73,68,70,Andrés Desábato,24,15,6,51,7,7,15,38,13,13,26,18,14,27,44,70,11,14,52,7,14,5,12,11,51,27,52,31,33,Medium,Medium,33,Right,183CM,LPF,Argentina,Barracas Central,79KG,,,,,
15,2910,GK,70,73,74,34,74,71,70,Alexander Domínguez,34,35,11,53,13,15,17,64,13,15,37,39,27,30,33,70,32,20,67,24,23,26,21,22,67,25,73,31,36,Medium,Medium,36,Right,195CM,Sudamericana,Ecuador,LDU Quito,81KG,,,,,
13,2910,GK,741,73,71,30,75,672,712,Patrick Drewes,30,29,14,50,12,15,26,39,15,14,25,28,18,31,48,69,18,12,47,21,15,16,15,16,66,41,77,35,30,Medium,Medium,30,Right,194CM,Bundesliga 2,Germany,Karlsruher SC,90KG,,,,,
10,2910,GK,74,73,71,51,75,761,72,Joël Drommel,50,52,13,57,16,12,32,53,12,21,44,39,21,62,49,65,40,25,65,10,21,12,20,19,70,43,70,22,27,Medium,Medium,27,Right,193CM,Eredivisie,Holland,PSV,90KG,,,,,
18,2910,GK,732,73,70,47,752,642,72,Pedro Gallese,45,49,20,48,12,20,22,59,21,17,31,44,12,34,57,76,22,19,53,25,18,23,19,19,57,30,49,22,33,Medium,Medium,33,Right,188CM,MLS,Peru,Orlando City,79KG,,,,,
15,2910,GK,741,73,73,40,751,72,71,Gauthier Gallon,40,40,14,54,15,16,19,52,12,19,29,27,15,38,54,66,18,17,56,22,13,12,16,13,62,29,64,30,30,Medium,Medium,30,Right,186CM,Ligue 1 Uber Eats,France,Stade Rennais FC,79KG,,,,,
10,2910,GK,75,73,72,37,745,75,68,Javier García,37,37,11,56,14,14,19,53,11,13,13,12,13,38,43,72,15,11,32,24,12,20,14,11,47,32,38,17,36,Medium,Medium,36,Right,182CM,Libertadores,Argentina,Boca Juniors,78KG,,,,,
14,2910,GK,733,73,74,40,701,752,74,Wayne Hennessey,40,41,12,56,10,10,17,58,11,11,29,41,12,48,51,66,23,8,55,22,14,13,18,13,63,29,68,21,36,Medium,Medium,36,Right,198CM,Premier League,Wales,Nott'm Forest,90KG,,,,,
18,2910,GK,72,73,67,46,74,69,75,Thomas Kaminski,47,45,14,52,15,17,24,53,18,17,40,46,11,59,42,69,16,11,47,17,10,17,11,17,63,31,62,29,31,Medium,Medium,31,Right,190CM,Premier League,Belgium,Luton Town,78KG,,,,,
4,2910,GK,72,73,70,43,76,74,71,Caoimhin Kelleher,45,39,6,56,8,9,30,42,13,11,38,40,12,44,48,69,22,18,63,12,13,18,10,14,62,19,60,21,25,Medium,Medium,25,Right,188CM,Premier League,Republic of Ireland,Liverpool,74KG,,,,,
8,2910,GK,751,73,672,56,762,681,692,Hervé Koffi,58,53,8,51,7,6,16,44,11,13,23,26,14,63,64,73,27,13,58,14,13,13,11,10,71,30,71,30,27,Medium,Medium,27,Right,186CM,1A Pro League,Burkina Faso,Sp. Charleroi,81KG,,,,,
7,2910,GK,725,73,734,364,778,7210,672,Dominik Kotarski,35,38,6,54,9,8,15,56,12,12,43,42,17,48,53,71,36,15,40,18,11,10,14,10,54,27,53,33,23,Medium,Medium,23,Right,189CM,Hellas Liga,Croatia,PAOK FC,75KG,,,,,
8,2910,GK,732,73,714,371,763,71,721,Tim Krul,40,33,11,53,14,16,20,50,13,15,31,42,13,44,42,62,25,13,50,15,19,14,17,14,63,36,63,36,35,Medium,Medium,35,Left,188CM,Premier League,Holland,Luton Town,74KG,,,,,
11,2910,GK,72,73,74,46,76,69,71,Gabrielle Lambert,46,45,12,52,9,9,16,36,13,14,27,24,17,44,51,65,23,17,41,19,14,17,18,13,58,32,51,31,29,Medium,Medium,29,Left,173CM,GPFBL,Canada,SC Freiburg,63KG,,,,,
17,2910,GK,72,73,72,52,74,72,71,Gautier Larsonneur,51,53,19,54,12,20,21,25,18,11,32,30,15,60,65,69,24,22,52,17,14,15,20,12,63,38,59,25,26,Medium,Medium,26,Right,181CM,Ligue 2 BKT,France,AS Saint-Étienne,70KG,,,,,
11,2910,GK,69,73,73,53,75,75,71,Elisa Launay,51,57,12,56,8,8,17,44,15,14,28,25,16,61,53,67,16,12,46,15,14,16,19,13,53,38,41,34,26,Medium,Medium,26,Right,169CM,D1 Arkema,France,LOSC Lille,62KG,,,,,
11,2910,GK,70,73,74,33,73,71,73,Rachael Laws,33,32,7,53,11,7,21,57,19,11,33,24,14,36,56,73,21,8,43,16,7,16,11,12,58,32,66,22,33,Medium,Medium,33,Right,175CM,Barclays WSL,England,Liverpool,66KG,,,,,
9,2910,GK,75,73,69,43,70,66,74,Anna Leat,46,39,13,50,11,9,21,32,16,16,33,27,25,46,54,71,11,12,34,9,7,13,14,13,59,28,58,21,22,Medium,Medium,22,Right,175CM,Barclays WSL,New Zealand,Aston Villa,66KG,,,,,
9,2910,GK,69,73,71,43,76,68,75,Lisa Lichtfus,41,47,9,51,8,9,12,34,12,11,25,21,14,44,47,68,17,15,33,13,12,12,13,11,52,36,45,18,23,Medium,Medium,23,Right,172CM,D1 Arkema,Belgium,Dijon FCO,62KG,,,,,
11,2910,GK,74,73,70,41,69,72,74,Nahuel Losada,41,40,17,54,13,13,27,14,18,13,30,19,16,39,54,70,18,19,48,19,20,18,15,14,61,33,56,24,30,Medium,Medium,30,Right,185CM,LPF,Argentina,Belgrano,79KG,,,,,
9,2910,GK,71,73,76,35,73,75,73,Sandy MacIver,34,37,11,56,13,9,21,35,18,17,33,35,25,32,40,64,20,19,39,12,15,15,17,15,57,25,55,23,25,Medium,Medium,25,Right,175CM,Barclays WSL,England,Manchester City,65KG,,,,,
8,2910,GK,74,73,77,32,76,68,64,Kaylan Marckese,34,29,8,51,9,9,21,38,10,11,18,20,12,42,47,70,11,8,28,13,7,11,13,10,62,26,71,28,25,Medium,Medium,25,Right,180CM,Barclays WSL,United States,Bristol City,69KG,,,,,
11,2910,GK,72,73,71,59,73,72,73,Juan Carlos,58,61,14,54,15,15,30,42,31,12,25,27,30,56,57,67,22,13,53,21,19,25,20,21,73,42,71,13,35,Medium,Medium,35,Right,186CM,LALIGA EA SPORTS,Spain,Girona FC,85KG,,,,,
9,2910,GK,75,73,75,47,72,70,72,Cosette Morché,47,48,12,53,9,9,17,31,13,13,26,21,14,34,30,65,17,14,34,15,14,13,14,12,68,34,71,27,26,Medium,Medium,26,Right,188CM,D1 Arkema,United States,Montpellier,80KG,,,,,
16,2910,GK,74,73,711,47,75,79,701,Anthony Moris,46,48,11,59,15,12,27,55,20,14,36,42,16,46,49,69,34,16,36,17,19,21,14,19,67,31,69,24,33,Medium,Medium,33,Left,186CM,1A Pro League,Luxembourg,R. Union St.-G.,75KG,,,,,
15,2910,GK,71,73,735,44,764,661,692,Andrés Mosquera,45,42,15,50,13,13,25,28,15,15,37,24,20,35,58,71,20,14,43,20,21,22,20,20,63,33,58,20,32,Medium,Medium,32,Left,185CM,Libertadores,Colombia,Indep. Medellín,85KG,,,,,
5,2910,GK,71,73,72,29,74,75,70,Angel Mukasa,28,30,7,56,6,6,14,29,11,9,18,27,9,26,48,73,16,9,24,8,8,7,11,12,43,35,38,27,21,Medium,Medium,21,Right,177CM,Sverige Liga,Sweden,FC Rosengård,65KG,,,,,
11,2910,GK,72,73,73,30,74,69,69,Marius Müller,25,38,10,52,12,9,18,51,11,13,27,26,11,34,38,70,22,14,30,14,12,20,13,11,62,35,75,30,30,Medium,Medium,30,Right,192CM,Bundesliga 2,Germany,FC Schalke 04,92KG,,,,,
11,2910,GK,71,73,732,48,752,673,714,Kevin Müller,49,46,13,50,15,11,20,10,12,16,27,20,13,48,43,69,18,17,52,20,13,12,10,10,71,31,76,41,32,Medium,Medium,32,Right,190CM,Bundesliga,Germany,Heidenheim,90KG,,,,,
10,2910,GK,74,73,721,50,76,681,671,Paul Nardi,54,43,10,51,10,10,16,49,10,10,35,36,12,35,52,71,25,10,31,21,17,15,14,10,62,20,54,24,29,Medium,Medium,29,Right,187CM,1A Pro League,France,KAA Gent,77KG,,,,,
6,2910,GK,72,73,702,19,733,574,751,Gastón Olveira,16,23,8,43,5,8,12,41,13,12,25,19,13,27,29,72,15,11,34,12,12,9,12,10,54,18,63,21,30,Medium,Medium,30,Right,191CM,Libertadores,Uruguay,Olimpia,80KG,,,,,
5,2910,GK,74,73,722,26,762,69,711,Pedro Ortíz,28,23,8,52,6,5,10,65,10,12,19,17,12,31,33,63,14,9,35,14,12,7,11,10,66,20,82,17,33,Medium,Medium,33,Right,188CM,Sudamericana,Ecuador,CS Emelec,87KG,,,,,
11,2910,GK,701,73,741,47,731,701,721,Alexandre Oukidja,48,45,14,53,19,15,24,31,13,18,25,26,11,54,59,68,14,15,57,18,16,12,19,13,67,31,70,32,35,Medium,Medium,35,Right,184CM,Ligue 1 Uber Eats,Algeria,FC Metz,80KG,,,,,
5,2910,GK,70,73,76,41,74,72,67,Jasmina Pal,36,49,6,54,6,7,12,31,10,12,23,27,11,49,52,74,18,7,28,9,12,8,12,13,54,28,51,16,27,Medium,Medium,27,Right,174CM,GPFBL,Austria,1. FC Köln,65KG,,,,,
5,2910,GK,721,73,721,35,731,771,681,Iñaki Peña,33,38,6,58,8,5,17,39,10,12,33,57,12,49,51,73,21,12,38,6,11,9,10,11,54,27,54,17,24,Medium,Medium,24,Right,184CM,LALIGA EA SPORTS,Spain,FC Barcelona,78KG,,,,,
6,2910,GK,74,73,73,51,70,70,72,Catalina Pérez,50,52,6,53,7,6,14,24,11,11,20,15,10,43,44,71,14,9,29,10,12,8,13,11,49,21,30,19,29,Medium,Medium,29,Right,171CM,GPFBL,Colombia,SV Werder Bremen,62KG,,,,,
5,2910,GK,72,73,70,30,75,69,73,Pavao Pervan,32,27,9,52,15,8,14,34,19,14,22,31,15,36,33,70,15,14,30,15,15,16,21,19,54,23,54,28,36,Medium,Medium,36,Right,194CM,Bundesliga,Austria,VfL Wolfsburg,88KG,,,,,
10,2910,GK,734,73,722,48,732,83,721,Mirko Pigliacelli,49,47,19,62,22,11,55,59,21,35,60,60,40,35,37,67,42,25,53,23,11,25,22,19,63,35,60,23,30,Medium,Medium,30,Right,184CM,Serie BKT,Italy,Palermo,83KG,,,,,
17,2910,GK,78,73,69,44,67,72,77,Mariasun Quiñones,44,43,10,54,12,12,15,24,17,13,28,18,14,44,69,69,13,12,51,16,16,18,13,14,63,41,61,23,27,Medium,Medium,27,Right,172CM,Liga F,Spain,Athletic Club,72KG,,,,,
8,2910,GK,731,73,72,30,73,67,721,Luiz Júnior,29,31,9,50,5,6,14,40,13,14,19,26,13,31,25,66,18,10,40,14,13,6,10,12,60,22,68,24,22,Medium,Medium,22,Right,194CM,Liga Portugal,Brazil,FC Famalicão,88KG,,,,,
16,2910,GK,732,73,724,45,732,742,713,Rúnar Alex Rúnarsson,45,46,14,56,15,13,22,58,18,14,26,46,17,43,55,70,32,13,42,12,17,12,19,15,61,41,56,23,28,Medium,Medium,28,Right,186CM,EFL Championship,Iceland,Cardiff City,76KG,,,,,
6,2910,GK,731,73,731,46,74,66,691,Alexander Schlager,46,47,14,50,18,13,22,34,20,16,25,18,14,34,45,69,23,13,33,13,17,24,18,16,61,24,55,26,27,Medium,Medium,27,Right,184CM,Ö. Bundesliga,Austria,RB Salzburg,77KG,,,,,
14,2910,GK,701,73,76,32,73,67,72,Ibrahim Šehić,30,35,7,50,5,8,13,44,22,11,16,14,14,26,26,68,21,11,41,30,12,9,11,7,44,32,35,34,35,Medium,Medium,35,Left,190CM,ROSHN Saudi League,Bosnia and Herzegovina,Al Khaleej,79KG,,,,,
10,2910,GK,722,73,702,44,76,70,71,Luigi Sepe,42,46,14,53,19,18,17,44,11,12,32,31,13,40,34,72,22,14,63,20,13,28,19,19,64,23,68,12,32,Medium,Medium,32,Left,185CM,Serie A TIM,Italy,Latium,75KG,,,,,
9,2910,GK,73,73,73,43,75,68,69,Marie-Morgane Sieber,47,37,14,51,12,10,14,31,15,12,27,24,17,41,53,70,19,15,36,15,12,16,15,12,57,34,51,27,21,Medium,Medium,21,Right,180CM,D1 Arkema,France,En Avant Guingamp,66KG,,,,,
16,2910,GK,742,73,712,57,764,724,682,Sivera,58,55,15,54,12,16,24,48,22,12,34,33,26,61,53,69,26,14,53,24,14,13,17,12,68,42,63,25,27,Medium,Medium,27,Right,185CM,LALIGA EA SPORTS,Spain,D. Alavés,79KG,,,,,
9,2910,GK,77,73,72,49,75,74,69,Kinga Szemik,51,45,13,56,8,8,19,41,12,12,31,24,16,42,45,66,22,17,33,14,11,10,15,13,52,32,42,22,26,Medium,Medium,26,Right,182CM,D1 Arkema,Poland,Stade de Reims,70KG,,,,,
6,2910,GK,76,73,70,29,74,67,72,Yohei Takaoka,31,26,9,50,6,7,17,32,13,13,25,22,14,33,41,64,15,11,21,14,14,17,13,14,58,18,61,21,27,Medium,Medium,27,Right,181CM,MLS,Japan,Whitecaps FC,72KG,,,,,
8,2910,GK,73,73,74,48,77,70,70,Katriina Talaslahti,45,53,14,53,12,10,15,37,14,13,28,27,20,37,53,64,25,16,39,19,9,18,14,10,63,30,67,31,23,Medium,Medium,23,Right,172CM,D1 Arkema,Finland,Havre AC,68KG,,,,,
11,2910,GK,73,73,73,40,76,70,69,Mark Travers,41,38,14,53,13,13,18,47,16,14,50,44,14,39,47,69,19,13,47,13,15,14,15,14,61,30,60,23,24,Medium,Medium,24,Right,191CM,EFL Championship,Republic of Ireland,Stoke City,82KG,,,,,
15,2910,GK,74,73,72,40,76,68,71,Tomáš Vaclík,42,37,14,51,16,13,13,67,15,16,28,45,17,47,56,67,20,14,61,23,19,20,18,18,68,38,72,29,34,Medium,Medium,34,Right,188CM,MLS,Czech Republic,New England,85KG,,,,,
12,2910,GK,721,73,733,32,743,701,711,Iván Villar,32,33,12,53,15,12,23,46,13,15,23,22,20,38,37,72,17,21,46,18,16,10,15,15,54,30,52,18,26,Medium,Medium,26,Right,189CM,LALIGA EA SPORTS,Spain,RC Celta,76KG,,,,,
7,2910,GK,732,73,713,461,733,692,721,Danny Ward,46,47,11,52,16,13,20,41,13,14,30,42,15,41,53,70,23,19,56,20,13,8,20,18,61,25,57,32,30,Medium,Medium,30,Right,191CM,EFL Championship,Wales,Leicester City,88KG,,,,,
7,2910,GK,722,73,73,48,742,696,701,Moustapha Zeghba,48,49,9,52,14,9,16,49,13,15,27,28,12,36,34,68,13,12,38,7,13,8,9,10,65,25,66,23,33,Medium,Medium,33,Right,190CM,ROSHN Saudi League,Algeria,Damac FC,85KG,,,,,
8,3572,GK,71,72,73,38,71,69,70,Doğan Alemdar,38,39,7,52,5,8,10,45,14,10,16,24,10,35,42,69,16,13,59,6,12,8,11,14,61,33,65,19,21,Medium,Medium,21,Right,189CM,Ligue 2 BKT,Turkey,ESTAC Troyes,73KG,,,,,
15,3572,GK,712,72,705,45,744,707,68,Facundo Altamirano,45,45,12,53,13,20,27,42,12,15,27,27,15,43,32,69,22,15,48,25,18,28,18,24,63,39,60,31,27,Medium,Medium,27,Right,186CM,Sudamericana,Argentina,San Lorenzo,85KG,,,,,
13,3572,GK,721,72,711,45,73,71,67,Daniel Bachmann,50,37,17,53,15,16,31,36,14,20,37,42,18,40,44,70,27,14,51,26,12,14,11,11,70,36,75,35,29,Medium,Medium,29,Right,191CM,EFL Championship,Austria,Watford,81KG,,,,,
11,3572,GK,732,72,70,49,742,65,71,Francesco Bardi,51,46,10,49,18,17,21,34,18,19,31,31,14,48,33,70,12,13,68,10,11,18,11,10,59,29,54,21,31,Medium,Medium,31,Right,188CM,Serie BKT,Italy,Reggiana,80KG,,,,,
12,3572,GK,715,72,707,416,724,722,725,Vasilios Barkas,42,40,10,54,9,8,20,58,14,15,31,29,14,45,29,66,20,12,60,13,14,17,12,13,64,39,70,36,29,Medium,Medium,29,Left,195CM,Eredivisie,Greece,FC Utrecht,91KG,,,,,
8,3572,GK,68,72,71,43,72,70,72,Hillary Beall,43,44,11,53,9,9,20,32,8,15,25,19,12,36,52,69,12,8,28,9,8,7,13,9,60,39,60,14,24,Medium,Medium,24,Right,180CM,NWSL,United States,Rac. Louisville,67KG,,,,,
9,3572,GK,70,72,72,45,77,67,68,Jordyn Bloomer,46,43,8,50,11,9,18,34,8,12,29,24,10,36,58,67,11,7,29,9,11,8,13,8,57,35,52,13,26,Medium,Medium,26,Right,173CM,NWSL,United States,Rac. Louisville,68KG,,,,,
6,3572,GK,721,72,70,554,731,69,711,Arnaud Bodart,58,50,22,52,11,7,10,54,15,11,35,42,15,58,48,67,29,19,63,25,15,15,12,18,64,20,55,15,25,Medium,Medium,25,Right,186CM,1A Pro League,Belgium,Standard Liège,81KG,,,,,
17,3572,GK,682,72,73,44,683,74,76,Sinan Bolat,48,38,12,56,11,13,28,55,15,11,44,52,19,52,43,67,21,17,65,11,29,13,14,13,73,26,72,35,35,Medium,Medium,35,Right,186CM,1A Pro League,Turkey,KVC Westerlo,83KG,,,,,
